time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1773322619.06448913,0.01530907,6124,0.00007950,0.00000000,0,0.00000000,37318,37323,10,0.00222497
1773322619.16456223,0.01918982,6184,0.00023081,0.00000000,0,0.00000000,37323,37332,14,0.00378895
1773322619.26477575,0.00889063,6189,0.00002642,0.00000000,0,0.00000000,37332,37334,7,0.00193337
1773322619.36494112,0.01389190,6198,0.00006715,0.00000000,0,0.00000000,37334,37335,16,0.00184793
1773322619.46506286,0.01692717,6139,0.00010316,0.00000000,0,0.00000000,37335,37335,13,0.00270059
1773322619.56522369,0.01606460,6194,0.00023254,0.00000000,0,0.00000000,37335,37333,12,0.00200650
1773322619.66536784,0.01365087,6145,0.00007188,0.00000000,0,0.00000000,37333,37338,19,0.00190220
1773322619.76453328,0.01975691,6213,0.00008226,0.00000000,0,0.00000000,37338,37344,12,0.00226812
1773322619.86563325,0.01041183,6133,0.00007961,0.00000000,0,0.00000000,37344,37343,15,0.00316448
1773322619.96473956,0.00949302,6171,0.00003954,0.00000000,0,0.00000000,37343,37347,14,0.00220583
1773322620.06478906,0.01686462,6184,0.00016286,0.00000000,0,0.00000000,37347,37351,11,0.00266429
1773322620.16478276,0.01195340,6185,0.00015222,0.00000000,0,0.00000000,37351,37355,14,0.00294218
1773322620.26454186,0.01473801,6167,0.00004166,0.00000000,0,0.00000000,37355,37357,9,0.00099524
1773322620.36444306,0.01615582,6208,0.00005128,0.00000000,0,0.00000000,37357,37360,7,0.00160825
1773322620.46455574,0.01357660,6192,0.00019046,0.00000000,0,0.00000000,37360,37366,14,0.00091214
1773322620.56463218,0.01092413,6235,0.00003014,0.00000000,0,0.00000000,37366,37368,6,0.00212768
1773322620.66492414,0.01881459,6139,0.00021125,0.00000000,0,0.00000000,37368,37375,14,0.00284719
1773322620.76439810,0.01271810,6265,0.00017506,0.00000000,0,0.00000000,37375,37383,19,0.00168996
1773322620.86519122,0.01042968,6228,0.00009520,0.00000000,0,0.00000000,37383,37391,18,0.00260767
1773322620.96528268,0.00792002,6188,0.00002068,0.00000000,0,0.00000000,37391,37395,6,0.00190815
1773322621.06524110,0.01336019,6224,0.00006246,0.00000000,0,0.00000000,37395,37397,13,0.00137628
1773322621.16544080,0.01001732,6231,0.00022571,0.00000000,0,0.00000000,37397,37398,10,0.00277665
1773322621.26548409,0.01207987,6204,0.00002055,0.00000000,0,0.00000000,37398,37402,8,0.00210877
1773322621.36566305,0.01389116,6213,0.00006284,0.00000000,0,0.00000000,37402,37405,14,0.00085939
1773322621.46465349,0.01415359,6209,0.00019802,0.00000000,0,0.00000000,37405,37401,15,0.00171611
1773322621.56442404,0.01753194,6226,0.00016052,0.00000000,0,0.00000000,37401,37401,9,0.00212677
1773322621.66446066,0.02028242,6179,0.00032461,0.00000000,0,0.00000000,37401,37403,13,0.00362925
1773322621.76521778,0.01863520,6222,0.00019480,0.00000000,0,0.00000000,37403,37409,15,0.00312247
1773322621.86447525,0.00979480,6241,0.00010057,0.00000000,0,0.00000000,37409,37380,9,0.00090181
1773322621.96464491,0.00656932,6257,0.00002419,0.00000000,0,0.00000000,37380,37380,8,0.00156329
1773322622.06479239,0.01976466,6251,0.00009307,0.00000000,0,0.00000000,37380,37382,6,0.00178275
1773322622.16495228,0.00996411,6199,0.00006088,0.00000000,0,0.00000000,37382,37388,17,0.00276748
1773322622.26508617,0.01318323,6267,0.00009746,0.00000000,0,0.00000000,37388,37382,17,0.00170023
1773322622.36515093,0.01316095,6257,0.00003503,0.00000000,0,0.00000000,37382,37379,9,0.00077300
1773322622.46536160,0.01606070,6237,0.00021119,0.00000000,0,0.00000000,37379,37387,14,0.00146621
1773322622.56545854,0.01516536,6251,0.00004853,0.00000000,0,0.00000000,37387,37384,10,0.00206475
1773322622.66538239,0.01501450,6265,0.00006382,0.00000000,0,0.00000000,37384,37392,12,0.00171620
1773322622.76640677,0.01450780,6282,0.00007682,0.00000000,0,0.00000000,37392,37388,16,0.00227132
1773322622.86545181,0.00741523,6276,0.00004575,0.00000000,0,0.00000000,37388,37392,10,0.00222516
1773322622.96583247,0.00861837,6260,0.00011120,0.00000000,0,0.00000000,37392,37377,15,0.00233373
1773322623.06563783,0.01622252,6265,0.00019469,0.00000000,0,0.00000000,37377,37382,19,0.00309231
1773322623.16482353,0.01532637,6266,0.00025316,0.00000000,0,0.00000000,37382,37367,14,0.00268582
1773322623.26493311,0.00796557,6253,0.00004647,0.00000000,0,0.00000000,37367,37368,16,0.00151388
1773322623.36493897,0.01638528,6273,0.00008478,0.00000000,0,0.00000000,37368,37371,15,0.00082765
1773322623.46498609,0.01329304,6252,0.00004438,0.00000000,0,0.00000000,37371,37375,10,0.00095056
1773322623.56456161,0.01615549,6221,0.00017435,0.00000000,0,0.00000000,37375,37368,21,0.00261581
1773322623.66439557,0.01691883,6232,0.00043220,0.00000000,0,0.00000000,37368,37378,24,0.00170826
1773322623.76456571,0.01120266,6193,0.00007943,0.00000000,0,0.00000000,37378,37378,14,0.00196901
1773322623.86468887,0.01070953,6199,0.00003669,0.00000000,0,0.00000000,37378,37383,13,0.00274994
1773322623.96474195,0.01088210,6226,0.00005879,0.00000000,0,0.00000000,37383,37391,12,0.00084511
1773322624.06498218,0.00900342,6195,0.00017402,0.00000000,0,0.00000000,37391,37385,12,0.00127688
1773322624.16503787,0.01200060,6148,0.00003321,0.00000000,0,0.00000000,37385,37388,8,0.00273842
1773322624.26499414,0.01383824,6082,0.00025052,0.00000000,0,0.00000000,37388,37386,20,0.00176130
1773322624.36508155,0.01428070,6136,0.00018899,0.00000000,0,0.00000000,37386,37391,12,0.00093173
1773322624.46515775,0.01200675,6070,0.00017968,0.00000000,0,0.00000000,37391,37393,12,0.00229257
1773322624.56525183,0.02163000,6072,0.00021889,0.00000000,0,0.00000000,37393,37400,15,0.00242543
1773322624.66515899,0.01794293,6040,0.00069270,0.00000000,0,0.00000000,37400,37396,12,0.00079672
1773322624.76523399,0.02797195,6047,0.00009504,0.00000000,0,0.00000000,37396,37402,10,0.00149576
1773322624.86531711,0.02600057,6014,0.00025911,0.00000000,0,0.00000000,37402,37406,16,0.00239916
1773322624.96546769,0.03887477,5956,0.00009220,0.00000000,0,0.00000000,37406,37407,12,0.00118002
1773322625.06448078,0.01359990,5974,0.00006354,0.00000000,0,0.00000000,37407,37412,13,0.00296419
1773322625.16434479,0.01092799,6008,0.00006465,0.00000000,0,0.00000000,37412,37410,7,0.00337468
1773322625.26535058,0.01214230,5939,0.00009061,0.00000000,0,0.00000000,37410,37410,19,0.00336591
1773322625.36514783,0.01899311,5947,0.00016635,0.00000000,0,0.00000000,37410,37410,11,0.00313680
1773322625.46505213,0.02678530,5966,0.00011135,0.00000000,0,0.00000000,37410,37412,13,0.00117213
1773322625.56486249,0.01930538,5930,0.00018799,0.00000000,0,0.00000000,37412,37411,14,0.00084711
1773322625.66477227,0.01557592,5957,0.00018369,0.00000000,0,0.00000000,37411,37410,11,0.00237536
1773322625.76462674,0.01602058,5912,0.00007814,0.00000000,0,0.00000000,37410,37416,17,0.00148088
1773322625.86451840,0.00960879,5947,0.00005182,0.00000000,0,0.00000000,37416,37423,16,0.00177909
1773322626.06501865,0.02027150,5892,0.00071072,0.00000000,0,0.00000000,37423,37408,15,0.00102554
1773322626.16493773,0.02479052,5887,0.00027591,0.00000000,0,0.00000000,37408,37413,14,0.00159943
1773322626.26583409,0.02687984,5899,0.00036446,0.00000000,0,0.00000000,37413,37404,12,0.00269373
1773322626.36568189,0.02606522,5893,0.00122726,0.00000000,0,0.00000000,37404,37406,17,0.00218839
1773322626.46556497,0.03209865,5834,0.00021768,0.00000000,0,0.00000000,37406,37406,18,0.00131855
1773322626.56440520,0.01325534,5893,0.00020025,0.00000000,0,0.00000000,37406,37389,14,0.00676196
1773322626.66525054,0.01746924,5861,0.00018114,0.00000000,0,0.00000000,37389,37395,12,0.00359744
1773322626.76622343,0.02393991,5832,0.00012737,0.00000000,0,0.00000000,37395,37399,6,0.00590122
1773322626.86515450,0.03344120,5827,0.00012962,0.00000000,0,0.00000000,37399,37406,14,0.00401553
1773322626.96518302,0.02639611,5832,0.00017669,0.00000000,0,0.00000000,37406,37413,10,0.00083813
1773322627.06495857,0.02909608,5828,0.00019572,0.00000000,0,0.00000000,37413,37407,16,0.00102302
1773322627.16489363,0.02249259,5873,0.00023671,0.00000000,0,0.00000000,37407,37406,15,0.00330480
1773322627.26467943,0.02150790,5850,0.00024735,0.00000000,0,0.00000000,37406,37404,19,0.00557084
1773322627.36462522,0.01244295,5900,0.00004136,0.00000000,0,0.00000000,37404,37410,11,0.00677015
1773322627.46464419,0.01617988,5860,0.00008135,0.00000000,0,0.00000000,37410,37415,9,0.00418760
1773322627.56462598,0.01302962,5830,0.00007798,0.00000000,0,0.00000000,37415,37414,10,0.00149440
1773322627.66457391,0.00877150,5781,0.00005621,0.00000000,0,0.00000000,37414,37417,17,0.00146876
1773322627.86478090,0.01392957,5797,0.00017869,0.00000000,0,0.00000000,37417,37410,23,0.00204430
1773322627.96463180,0.01201538,5848,0.00008334,0.00000000,0,0.00000000,37410,37415,12,0.00236589
1773322628.06558013,0.02098235,5803,0.00027004,0.00000000,0,0.00000000,37415,37420,14,0.00245516
1773322628.16540241,0.01649286,5870,0.00022619,0.00000000,0,0.00000000,37420,37422,9,0.00289153
1773322628.26537180,0.02484920,5853,0.00053292,0.00000000,0,0.00000000,37422,37422,19,0.00162506
1773322628.36538672,0.03119127,5849,0.00043131,0.00000000,0,0.00000000,37422,37427,20,0.00090085
1773322628.46517634,0.02824557,5822,0.00025294,0.00000000,0,0.00000000,37427,37426,16,0.00169603
1773322628.56509852,0.01601631,5858,0.00027987,0.00000000,0,0.00000000,37426,37433,19,0.00194981
1773322628.66494131,0.02075351,5867,0.00031307,0.00000000,0,0.00000000,37433,37417,15,0.00287898
1773322628.76460314,0.01503230,5895,0.00004556,0.00000000,0,0.00000000,37417,37418,11,0.00364407
1773322628.86480761,0.01481730,5915,0.00024104,0.00000000,0,0.00000000,37418,37417,13,0.00120074
1773322628.96465111,0.01644501,5941,0.00005612,0.00000000,0,0.00000000,37417,37423,10,0.00174028
1773322629.06447411,0.01085061,5920,0.00032594,0.00000000,0,0.00000000,37423,37432,23,0.00322894
1773322629.16435742,0.02608266,5954,0.00027377,0.00000000,0,0.00000000,37432,37440,14,0.00450403
1773322629.26522064,0.02862391,5924,0.00035116,0.00000000,0,0.00000000,37440,37423,16,0.00081851
1773322629.36446619,0.01295320,6013,0.00018654,0.00000000,0,0.00000000,37423,37419,12,0.00238396
1773322629.46492004,0.01369274,5989,0.00053486,0.00000000,0,0.00000000,37419,37430,18,0.00169586
1773322629.56441593,0.01652119,5986,0.00044104,0.00000000,0,0.00000000,37430,37425,20,0.00137477
1773322629.66563797,0.01733609,5978,0.00012490,0.00000000,0,0.00000000,37425,37419,20,0.00175696
1773322629.76470327,0.02866074,5969,0.00010400,0.00000000,0,0.00000000,37419,37432,20,0.00117028
1773322629.86539817,0.01969022,5967,0.00016222,0.00000000,0,0.00000000,37432,37438,18,0.00101205
1773322629.96456265,0.02206515,6019,0.00011285,0.00000000,0,0.00000000,37438,37440,10,0.00207032
1773322630.06542206,0.02297294,5964,0.00030447,0.00000000,0,0.00000000,37440,37441,14,0.00325664
1773322630.16526175,0.02836356,5939,0.00013267,0.00000000,0,0.00000000,37441,37448,12,0.00214880
1773322630.26526856,0.03825939,5952,0.00008733,0.00000000,0,0.00000000,37448,37451,9,0.00168777
1773322630.36522603,0.02770421,5961,0.00050350,0.00000000,0,0.00000000,37451,37452,14,0.00118244
1773322630.46512818,0.02842922,5945,0.00016375,0.00000000,0,0.00000000,37452,37454,17,0.00111079
1773322630.56494713,0.01695555,5947,0.00011377,0.00000000,0,0.00000000,37454,37461,20,0.00153332
1773322630.66480947,0.03138300,6047,0.00027610,0.00000000,0,0.00000000,37461,37468,18,0.00373449
1773322630.76479340,0.03158196,5963,0.00012042,0.00000000,0,0.00000000,37468,37471,13,0.00441897
1773322630.86464572,0.03940990,6040,0.00006267,0.00000000,0,0.00000000,37471,37470,8,0.00308633
1773322630.96452188,0.02704342,6020,0.00020078,0.00000000,0,0.00000000,37470,37474,17,0.00314339
1773322631.06455350,0.01887511,6014,0.00008334,0.00000000,0,0.00000000,37474,37479,9,0.00345704
1773322631.16453481,0.01404930,5933,0.00007579,0.00000000,0,0.00000000,37479,37481,11,0.00347017
1773322631.26446891,0.02190530,6006,0.00016024,0.00000000,0,0.00000000,37481,37478,10,0.00283538
1773322631.36460638,0.02474922,5914,0.00010837,0.00000000,0,0.00000000,37478,37480,16,0.00387307
1773322631.46449590,0.02035742,5939,0.00009911,0.00000000,0,0.00000000,37480,37481,6,0.00100431
1773322631.56486487,0.01467478,5975,0.00015955,0.00000000,0,0.00000000,37481,37480,7,0.00090641
1773322631.66441584,0.01840711,5963,0.00022302,0.00000000,0,0.00000000,37480,37480,15,0.00191507
1773322631.76481414,0.02338383,5959,0.00015078,0.00000000,0,0.00000000,37480,37486,11,0.00286379
1773322631.86464691,0.04440383,6018,0.00035083,0.00000000,0,0.00000000,37486,37488,10,0.00330362
1773322631.96467686,0.02984820,5993,0.00010393,0.00000000,0,0.00000000,37488,37485,12,0.00100846
1773322632.06539631,0.01362581,6036,0.00007802,0.00000000,0,0.00000000,37485,37487,11,0.00311162
1773322632.16529322,0.01213477,6077,0.00006968,0.00000000,0,0.00000000,37487,37477,11,0.00138588
1773322632.26540780,0.01712226,6051,0.00023431,0.00000000,0,0.00000000,37477,37478,13,0.00407203
1773322632.36530614,0.01567770,6088,0.00069265,0.00000000,0,0.00000000,37478,37485,9,0.00390013
1773322632.46524405,0.02053288,6058,0.00030474,0.00000000,0,0.00000000,37485,37470,9,0.00132286
1773322632.56532121,0.02025035,6031,0.00023788,0.00000000,0,0.00000000,37470,37480,15,0.00169774
1773322632.66525984,0.01780770,6016,0.00018013,0.00000000,0,0.00000000,37480,37485,10,0.00086864
1773322632.76503491,0.02347309,6008,0.00015125,0.00000000,0,0.00000000,37485,37466,4,0.00137032
1773322632.86511493,0.02519600,5994,0.00033515,0.00000000,0,0.00000000,37466,37473,11,0.00387926
1773322632.96497726,0.01291905,5956,0.00022063,0.00000000,0,0.00000000,37473,37459,15,0.00160398
1773322633.06491685,0.00866763,5852,0.00007796,0.00000000,0,0.00000000,37459,37460,13,0.00104373
1773322633.16471148,0.00668624,5959,0.00006213,0.00000000,0,0.00000000,37460,37456,16,0.00218947
1773322633.26475024,0.00594553,5885,0.00004638,0.00000000,0,0.00000000,37456,37452,15,0.00519176
1773322633.36466742,0.01459413,5876,0.00014377,0.00000000,0,0.00000000,37452,37457,11,0.00093992
1773322633.46448851,0.00732497,5880,0.00005785,0.00000000,0,0.00000000,37457,37463,15,0.00120671
1773322633.56440663,0.00997328,5932,0.00008861,0.00000000,0,0.00000000,37463,37474,15,0.00088643
1773322633.66444135,0.01579889,5975,0.00006242,0.00000000,0,0.00000000,37474,37479,17,0.00076612
1773322633.76518846,0.01209099,5954,0.00022611,0.00000000,0,0.00000000,37479,37486,15,0.00182863
1773322633.86505842,0.00920278,5973,0.00012116,0.00000000,0,0.00000000,37486,37487,15,0.00173750
1773322633.96460271,0.00913237,6023,0.00004701,0.00000000,0,0.00000000,37487,37486,13,0.00248426
1773322634.06492376,0.01357701,5992,0.00017502,0.00000000,0,0.00000000,37486,37493,15,0.00281946
1773322634.16493368,0.01153372,6064,0.00003691,0.00000000,0,0.00000000,37493,37494,12,0.00106744
1773322634.26491332,0.00965575,6082,0.00003582,0.00000000,0,0.00000000,37494,37495,9,0.00120160
1773322634.36483359,0.01340157,6120,0.00003791,0.00000000,0,0.00000000,37495,37488,13,0.00098817
1773322634.46559882,0.01057823,6132,0.00002169,0.00000000,0,0.00000000,37488,37490,12,0.00195598
1773322634.56553602,0.00978053,6117,0.00017459,0.00000000,0,0.00000000,37490,37489,11,0.00089481
1773322634.66546941,0.01211670,6140,0.00034786,0.00000000,0,0.00000000,37489,37484,21,0.00247763
1773322634.76463008,0.01232637,6193,0.00004859,0.00000000,0,0.00000000,37484,37489,11,0.00268404
1773322634.86443567,0.00920893,6231,0.00002841,0.00000000,0,0.00000000,37489,37494,13,0.00155934
1773322634.96548843,0.01005995,6173,0.00008255,0.00000000,0,0.00000000,37494,37496,19,0.00172509
1773322635.06540084,0.00966902,6215,0.00008301,0.00000000,0,0.00000000,37496,37498,18,0.00111608
1773322635.16536331,0.01839395,6179,0.00019572,0.00000000,0,0.00000000,37498,37498,15,0.00255230
1773322635.26529670,0.01428169,6188,0.00015897,0.00000000,0,0.00000000,37498,37501,18,0.00081510
1773322635.36519766,0.01601708,6191,0.00018875,0.00000000,0,0.00000000,37501,37509,17,0.00110349
1773322635.46516490,0.01438272,6207,0.00003005,0.00000000,0,0.00000000,37509,37513,8,0.00218776
1773322635.56513238,0.01495568,6216,0.00003766,0.00000000,0,0.00000000,37513,37516,10,0.00150528
1773322635.66509295,0.01101004,6187,0.00008182,0.00000000,0,0.00000000,37516,37516,19,0.00162731
1773322635.76496792,0.00878140,6171,0.00004673,0.00000000,0,0.00000000,37516,37516,12,0.00075716
1773322635.86499500,0.01201527,6054,0.00011394,0.00000000,0,0.00000000,37516,37509,16,0.00079818
1773322635.96480989,0.01267047,6117,0.00008867,0.00000000,0,0.00000000,37509,37517,14,0.00078289
1773322636.06470537,0.01674001,6081,0.00027025,0.00000000,0,0.00000000,37517,37523,21,0.00263636
1773322636.16464996,0.01448729,6076,0.00022143,0.00000000,0,0.00000000,37523,37518,19,0.00084151
1773322636.26475835,0.01329755,6037,0.00005684,0.00000000,0,0.00000000,37518,37523,15,0.00138787
1773322636.36471486,0.01578700,6068,0.00007344,0.00000000,0,0.00000000,37523,37525,13,0.00083834
1773322636.46466231,0.02211454,6099,0.00007850,0.00000000,0,0.00000000,37525,37531,13,0.00096775
1773322636.56458235,0.01474970,6094,0.00010757,0.00000000,0,0.00000000,37531,37526,16,0.00102114
1773322636.66452575,0.01959725,6059,0.00008079,0.00000000,0,0.00000000,37526,37529,16,0.00172028
1773322636.76448154,0.02465075,6101,0.00048582,0.00000000,0,0.00000000,37529,37528,19,0.00137581
1773322636.86449504,0.01245400,6079,0.00008928,0.00000000,0,0.00000000,37528,37527,18,0.00218756
1773322636.96448302,0.01158280,6137,0.00004231,0.00000000,0,0.00000000,37527,37533,12,0.00303089
1773322637.06492281,0.01232618,6083,0.00007097,0.00000000,0,0.00000000,37533,37536,17,0.00213415
1773322637.16493630,0.02306882,6124,0.00017802,0.00000000,0,0.00000000,37536,37539,14,0.00121588
1773322637.26480579,0.01723545,6140,0.00029182,0.00000000,0,0.00000000,37539,37539,20,0.00124628
1773322637.36479473,0.02615107,6172,0.00028477,0.00000000,0,0.00000000,37539,37547,18,0.00162936
1773322637.46492600,0.01838561,6173,0.00004387,0.00000000,0,0.00000000,37547,37547,8,0.00269265
1773322637.56487679,0.02262248,6109,0.00012630,0.00000000,0,0.00000000,37547,37548,14,0.00132129
1773322637.66478062,0.01831910,6162,0.00009421,0.00000000,0,0.00000000,37548,37525,13,0.00115718
1773322637.76478004,0.03314507,6174,0.00016346,0.00000000,0,0.00000000,37525,37513,28,0.00432228
1773322637.86578321,0.01258783,6125,0.00006956,0.00000000,0,0.00000000,37513,37519,17,0.00150488
1773322637.96454835,0.01728327,6174,0.00022275,0.00000000,0,0.00000000,37519,37528,17,0.00124812
1773322638.06568933,0.00797481,6174,0.00004661,0.00000000,0,0.00000000,37528,37531,14,0.00155159
1773322638.16454291,0.01334075,6174,0.00017251,0.00000000,0,0.00000000,37531,37529,13,0.00381620
1773322638.26450014,0.01392332,6208,0.00093338,0.00000000,0,0.00000000,37529,37457,198,0.00083747
1773322638.36554193,0.02482660,6169,0.00041410,0.00000000,0,0.00000000,37457,37466,28,0.00086552
1773322638.46445227,0.01536725,6170,0.00033046,0.00000000,0,0.00000000,37466,37460,23,0.00079378
1773322638.56534481,0.01522922,6257,0.00026966,0.00000000,0,0.00000000,37460,37465,17,0.00126624
1773322638.66555119,0.02185217,6183,0.00007788,0.00000000,0,0.00000000,37465,37451,12,0.00221972
1773322638.76533413,0.01612775,6234,0.00011984,0.00000000,0,0.00000000,37451,37456,19,0.00207989
1773322638.86555409,0.00987102,6166,0.00006491,0.00000000,0,0.00000000,37456,37455,19,0.00086942
1773322638.96547198,0.01267927,6211,0.00017848,0.00000000,0,0.00000000,37455,37457,17,0.00218224
1773322639.06547260,0.02317904,6174,0.00013850,0.00000000,0,0.00000000,37457,37450,16,0.00123381
1773322639.16541958,0.01900852,6119,0.00033335,0.00000000,0,0.00000000,37450,37441,18,0.00204085
1773322639.26521015,0.02086287,6134,0.00027641,0.00000000,0,0.00000000,37441,37442,16,0.00105441
1773322639.36522317,0.02002820,6109,0.00008957,0.00000000,0,0.00000000,37442,37450,26,0.00305468
1773322639.46518064,0.01213747,6147,0.00007378,0.00000000,0,0.00000000,37450,37452,23,0.00126573
1773322639.56509948,0.01662631,6188,0.00027067,0.00000000,0,0.00000000,37452,37454,19,0.00089862
1773322639.66517711,0.01728661,6172,0.00017581,0.00000000,0,0.00000000,37454,37444,21,0.00087013
1773322639.76508880,0.01656810,6185,0.00010736,0.00000000,0,0.00000000,37444,37447,19,0.00071691
1773322639.86513424,0.01244787,6230,0.00005773,0.00000000,0,0.00000000,37447,37446,19,0.00268805
1773322639.96524906,0.01767460,6221,0.00017397,0.00000000,0,0.00000000,37446,37444,26,0.00153672
1773322640.06504726,0.01310222,6265,0.00018225,0.00000000,0,0.00000000,37444,37449,20,0.00280034
1773322640.16499043,0.02002255,6244,0.00006712,0.00000000,0,0.00000000,37449,37452,16,0.00424725
1773322640.26496768,0.01120240,6242,0.00007736,0.00000000,0,0.00000000,37452,37431,16,0.00095244
1773322640.36477661,0.01135978,6226,0.00006493,0.00000000,0,0.00000000,37431,37431,16,0.00124164
1773322640.46477938,0.00885109,6271,0.00003971,0.00000000,0,0.00000000,37431,37428,9,0.00084638
1773322640.56469464,0.01097004,6289,0.00030276,0.00000000,0,0.00000000,37428,37426,26,0.00187754
1773322640.66469765,0.01104319,6250,0.00010475,0.00000000,0,0.00000000,37426,37437,32,0.00162445
1773322640.76463842,0.01131434,6264,0.00009464,0.00000000,0,0.00000000,37437,37442,19,0.00228304
1773322640.86471605,0.01083824,6293,0.00009095,0.00000000,0,0.00000000,37442,37442,23,0.00175299
1773322640.96489453,0.02086986,6264,0.00023524,0.00000000,0,0.00000000,37442,37444,16,0.00142323
1773322641.06461763,0.01453661,6300,0.00003601,0.00000000,0,0.00000000,37444,37449,11,0.00138662
1773322641.16451621,0.01654898,6303,0.00010604,0.00000000,0,0.00000000,37449,37454,27,0.00203139
1773322641.26459742,0.01369988,6278,0.00009450,0.00000000,0,0.00000000,37454,37460,24,0.00076548
1773322641.36444521,0.01393216,6348,0.00007764,0.00000000,0,0.00000000,37460,37464,14,0.00099913
1773322641.46458626,0.01074637,6306,0.00006872,0.00000000,0,0.00000000,37464,37466,19,0.00281383
1773322641.56455183,0.01431677,6302,0.00019019,0.00000000,0,0.00000000,37466,37474,15,0.00198992
1773322641.66454816,0.02076085,6295,0.00008846,0.00000000,0,0.00000000,37474,37483,19,0.00307960
1773322641.76449919,0.03545437,6250,0.00044285,0.00000000,0,0.00000000,37483,37468,16,0.00180956
1773322641.86433530,0.02796001,6284,0.00010570,0.00000000,0,0.00000000,37468,37472,18,0.00144694
1773322641.96444011,0.01714316,6315,0.00011326,0.00000000,0,0.00000000,37472,37474,23,0.00253842
1773322642.06446171,0.02254979,6286,0.00012867,0.00000000,0,0.00000000,37474,37481,12,0.00116568
1773322642.16458869,0.02124635,6231,0.00011065,0.00000000,0,0.00000000,37481,37487,22,0.00268121
1773322642.26435804,0.02089363,6307,0.00026525,0.00000000,0,0.00000000,37487,37497,21,0.00402827
1773322642.36442018,0.05988468,6283,0.00037014,0.00000000,0,0.00000000,37497,37505,26,0.00139939
1773322642.46447349,0.02409117,6316,0.00028550,0.00000000,0,0.00000000,37505,37492,22,0.00127302
1773322642.56440759,0.02351805,6292,0.00013521,0.00000000,0,0.00000000,37492,37502,25,0.00347391
1773322642.66572976,0.02396381,6285,0.00013556,0.00000000,0,0.00000000,37502,37496,23,0.00241549
1773322642.76574063,0.01983922,6281,0.00013377,0.00000000,0,0.00000000,37496,37501,16,0.00123108
1773322642.86442494,0.02352089,6317,0.00055462,0.00000000,0,0.00000000,37501,37515,28,0.00301841
1773322642.96586680,0.01541713,6272,0.00013800,0.00000000,0,0.00000000,37515,37518,19,0.00082063
1773322643.06558967,0.01758464,6291,0.00063201,0.00000000,0,0.00000000,37518,37498,33,0.00196648
1773322643.16568470,0.01491418,6304,0.00010515,0.00000000,0,0.00000000,37498,37504,21,0.00369263
1773322643.26554608,0.01871350,6293,0.00041719,0.00000000,0,0.00000000,37504,37495,21,0.00120434
1773322643.36572576,0.02034558,6294,0.00011488,0.00000000,0,0.00000000,37495,37497,23,0.00081835
1773322643.46560264,0.01304969,6288,0.00009034,0.00000000,0,0.00000000,37497,37505,20,0.00349252
1773322643.56564760,0.01497209,6283,0.00005965,0.00000000,0,0.00000000,37505,37507,13,0.00214662
1773322643.66562462,0.01421122,6293,0.00029004,0.00000000,0,0.00000000,37507,37507,23,0.00196829
1773322643.76558065,0.02729935,6274,0.00030921,0.00000000,0,0.00000000,37507,37518,31,0.00248785
1773322643.86562371,0.01699651,6288,0.00013063,0.00000000,0,0.00000000,37518,37525,22,0.00316502
1773322643.96572852,0.01356509,6244,0.00012882,0.00000000,0,0.00000000,37525,37525,26,0.00310559
1773322644.06553626,0.01543500,6333,0.00010146,0.00000000,0,0.00000000,37525,37542,29,0.00152471
1773322644.16565800,0.01936565,6224,0.00014279,0.00000000,0,0.00000000,37542,37553,25,0.00109315
1773322644.26534009,0.02292899,6262,0.00016671,0.00000000,0,0.00000000,37553,37559,25,0.00145692
1773322644.36455512,0.02808889,6206,0.00037499,0.00000000,0,0.00000000,37559,37566,28,0.00084222
1773322644.46450543,0.01633056,6256,0.00022036,0.00000000,0,0.00000000,37566,37576,33,0.00241709
1773322644.56538796,0.01749903,6179,0.00014360,0.00000000,0,0.00000000,37576,37584,21,0.00235545
1773322644.66452742,0.02321106,6227,0.00018126,0.00000000,0,0.00000000,37584,37572,26,0.00137119
1773322644.76539683,0.01281851,6202,0.00010339,0.00000000,0,0.00000000,37572,37576,24,0.00171426
1773322644.86533093,0.01069701,6210,0.00008816,0.00000000,0,0.00000000,37576,37573,25,0.00262641
1773322644.96558595,0.01561014,6224,0.00006025,0.00000000,0,0.00000000,37573,37576,19,0.00301441
1773322645.06540895,0.01746794,6204,0.00038468,0.00000000,0,0.00000000,37576,37579,27,0.00110473
1773322645.16539764,0.02441828,6182,0.00024078,0.00000000,0,0.00000000,37579,37582,17,0.00199380
1773322645.26540923,0.02177682,6183,0.00010444,0.00000000,0,0.00000000,37582,37573,21,0.00089700
1773322645.36536002,0.02471678,6231,0.00038905,0.00000000,0,0.00000000,37573,37581,28,0.00148679
1773322645.46536875,0.01623191,6170,0.00017034,0.00000000,0,0.00000000,37581,37577,29,0.00237772
1773322645.56534076,0.01589901,6176,0.00014641,0.00000000,0,0.00000000,37577,37591,27,0.00154014
1773322645.66530633,0.01661900,6133,0.00012361,0.00000000,0,0.00000000,37591,37605,27,0.00087637
1773322645.76526189,0.02573076,6180,0.00021572,0.00000000,0,0.00000000,37605,37612,17,0.00091614
1773322645.86520648,0.00919696,6137,0.00009182,0.00000000,0,0.00000000,37612,37621,20,0.00279507
1773322645.96547437,0.01236907,6158,0.00023751,0.00000000,0,0.00000000,37621,37628,25,0.00209651
